id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
CXXC4	CXXC4	1.4465E+00	2.30E-08	Unclassified	BrainSpLMD|80319;Eurexp|euxassay_008607|bladder, brain, cervical, cervico-thoracic, diaphragm, dorsal root ganglion, epithelium, facial VII, footplate, glossopharyngeal IX, handplate, head mesenchyme, incisor, larynx, medullary stroma, mesenchyme, midgut, molar, naris, neural retina, oesophagus, olfactory, pancreas, pelvic girdle, skeletal muscle, spinal cord, stomach, thoracic, thymus primordium, thyroid, trachea, trigeminal V, trunk mesenchyme, vagus X, vestibulocochlear VIII, vibrissa;BrainSpMouseDev|106413	OMIM|611645
DLX2	DLX2	6.9617E-01	2.93E-08	Transcription factor	BrainSpLMD|1746;BrainSpMouseDev|13171	SFARI||Autism, 4 - Minimal evidence;OMIM|126255
PDE5A	PDE5A	1.8520E+00	3.06E-08	Enzyme: Phosphodiesterase	BrainSpLMD|8654;BrainSpMouseDev|88926	OMIM|603310
GUCY1A3	GUCY1A3	2.7039E+00	5.11E-08			
ZBTB20	ZBTB20	1.1610E+00	9.07E-08	Transcription factor	BrainSpLMD|26137;BrainSpMouseDev|35770	SFARI||Autism, 3 - Suggestive evidence;OMIM|606025;HPO|26137|Abnormality of the palate, Absent axillary hair, Absent facial hair, Anemia, Anonychia, Autosomal dominant inheritance, Basilar impression, Bilateral cryptorchidism, Bone cyst, Brachycephaly, Broad forehead, Calcification of the auricular cartilage, Cataract, Conductive hearing impairment, Deeply set eye, Developmental regression, Distal amyotrophy, Downslanted palpebral fissures, Downturned corners of mouth, Gait disturbance, Generalized hypotonia, Generalized osteoporosis, Genu valgum, Gynecomastia, Hearing impairment, Hip contracture, Hydrocephalus, Hypogonadism, Hypoplasia of the corpus callosum, Hypoplasia of the maxilla, Increased size of the mandible, Intellectual disability, Irregular vertebral endplates, Knee flexion contracture, Kyphosis, Macrocephaly, Macrotia, Malar flattening, Metatarsus adductus, Midface retrusion, Myopathy, Narrow chest, Narrow iliac wings, Narrow mouth, Neurodegeneration, Osteolysis, Pectus excavatum, Pes cavus, Plagiocephaly, Posterior polar cataract, Posterior scalloping of vertebral bodies, Ptosis, Scoliosis, Seizures, Short distal phalanx of finger, Short stature, Sparse scalp hair, Sporadic, Superiorly displaced ears, Synophrys, Thick lower lip vermilion, Truncal obesity
MEIS1	MEIS1	1.2140E+00	9.15E-08	Transcription factor	BrainSpLMD|4211;Eurexp|euxassay_010373|cornea, epithelium, hindgut, incisor, lung, mantle layer, marginal layer, metanephros, midgut, neural retina, olfactory, respiratory, sublingual gland primordium, submandibular gland primordium, trachea, ventricular layer, vibrissa;BrainSpMouseDev|17037	OMIM|601739
SOX2.OT	SOX2.OT	5.3125E-01	9.72E-08			
VCAN	VCAN	9.8242E-01	1.92E-07	Extracellular matrix protein	BrainSpLMD|1462	OMIM|118661;HPO|1462|Autosomal dominant inheritance, Cataract, Chorioretinal atrophy, Glaucoma, Myopia, Optic atrophy, Optically empty vitreous, Peripheral traction retinal detachment, Retinal pigment epithelial atrophy, Visual field defect, Visual loss, Vitreoretinal degeneration
GSE1	GSE1	4.4270E-01	3.73E-07	Unclassified	BrainSpLMD|23199	OMIM|616886
AC079250.1	AC079250.1	5.0010E-01	4.69E-07			
AC004158.3	AC004158.3	1.5224E+00	7.47E-07			
C4orf3	C4orf3	3.9039E-01	7.57E-07	Integral membrane protein	BrainSpLMD|401152	
RYR2	RYR2	1.4619E+00	1.02E-06	Intracellular ligand gated channel	BrainSpLMD|6262	OMIM|180902;HPO|6262|Autosomal dominant inheritance, Dilatation of the ventricular cavity, Effort-induced polymorphic ventricular tachycardias, Right ventricular cardiomyopathy, Seizures, Sudden death, Syncope, Ventricular arrhythmia, Ventricular tachycardia, Vertigo
RPL7AP30	RPL7AP30	1.3326E+00	1.02E-06			
RP11.509E10.1	RP11.509E10.1	1.5066E+00	1.12E-06			
TLE4	TLE4	1.5744E+00	1.45E-06	Transcription factor	BrainSpLMD|7091;Eurexp|euxassay_018870|calyces, cervical, cervico-thoracic, dorsal root ganglion, glossopharyngeal IX, mantle layer, thoracic, trigeminal V, vagus X, vestibulocochlear VIII;BrainSpMouseDev|21647	OMIM|605132
UNC79	UNC79	8.0952E-01	1.70E-06	Unclassified	BrainSpLMD|57578	OMIM|616884
CELF4	CELF4	6.8871E-01	1.86E-06	RNA binding protein	BrainSpLMD|56853;Eurexp|euxassay_009241|brain, dorsal root ganglion, glossopharyngeal IX, neural retina, spinal cord, trigeminal V, vagus X, vestibulocochlear VIII	SFARI||Autism, No category;OMIM|612679
GAD1	GAD1	4.4183E-01	1.90E-06	Enzyme: Decarboxylase	BrainSpLMD|2571;Eurexp|euxassay_005634|cerebral cortex, corpus striatum, hindbrain, incisor, mantle layer, marginal layer, molar, olfactory lobe, oral region, spinal cord, telencephalon;BrainSpMouseDev|14191	SFARI||Autism, 5 - Hypothesized but untested;OMIM|605363;HPO|2571|Autosomal recessive inheritance, Babinski sign, Cerebral palsy, Flexion contracture, Global developmental delay, Heterogeneous, Hyperreflexia, Infantile onset, Intellectual disability, Microcephaly, Scoliosis, Seizures, Spastic diplegia, Spastic tetraplegia
TTTY15	TTTY15	1.1867E+00	2.33E-06			
LRRC75A.AS1	LRRC75A.AS1	3.2822E-01	3.04E-06			
RP11.778D9.4	RP11.778D9.4	9.3124E-01	3.06E-06			
UBR3	UBR3	2.5663E-01	3.07E-06	Unclassified	BrainSpLMD|130507;Eurexp|euxassay_007551|dorsal root ganglion, facial VII, glossopharyngeal IX, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|613831
KIAA0368	KIAA0368	3.8800E-01	3.24E-06	Translation regulatory protein	BrainSpLMD|23392	OMIM|616694
RP11.588P7.1	RP11.588P7.1	1.2117E+00	4.08E-06			
KIAA2018	KIAA2018	3.9331E-01	4.34E-06			
GRIK3	GRIK3	7.8607E-01	4.70E-06	Extracellular ligand gated channel	BrainSpLMD|2899;BrainSpMouseDev|14583	SFARI||Autism, No category;OMIM|138243
FAM84A	FAM84A	2.3349E+00	5.69E-06	Unclassified	BrainSpLMD|151354;Eurexp|euxassay_003388|respiratory, submandibular gland primordium, urethra, vibrissa	OMIM|611234
HNRNPA1L2	HNRNPA1L2	8.3352E-01	8.43E-06	RNA binding protein		
EPB41L4A.AS1	EPB41L4A.AS1	1.3411E+00	1.73E-05			
SEPT7P6	SEPT7P6	1.3581E+00	1.90E-05			
CDK17	CDK17	1.0512E+00	1.99E-05	Serine/threonine kinase	BrainSpLMD|5128	OMIM|603440
RWDD1	RWDD1	8.7016E-01	2.11E-05	Unclassified	BrainSpLMD|51389	
ZNF521	ZNF521	2.4560E+00	2.50E-05	Transcription regulatory protein	BrainSpLMD|25925;BrainSpMouseDev|86218	OMIM|610974;COSMIC||ALL
EPHA4	EPHA4	1.0160E+00	2.60E-05	Receptor tyrosine kinase	BrainSpLMD|2043;BrainSpMouseDev|13616	OMIM|602188;HPO|2043|Amyotrophic lateral sclerosis, Anxiety, Depressivity, Dyspnea, Emotional lability, Fatigable weakness of respiratory muscles, Fatigable weakness of swallowing muscles, Fatigue, Generalized muscle weakness, Muscle cramps, Neurodegeneration, Pain, Paralysis, Respiratory failure, Skeletal muscle atrophy, Spasticity, Xerostomia
DLX6	DLX6	9.4870E-01	3.48E-05	Transcription factor	BrainSpLMD|1750;BrainSpMouseDev|13175	SFARI||Autism, 4 - Minimal evidence;OMIM|600030;HPO|1750|Finger syndactyly, Oligodactyly
FOXO3	FOXO3	5.0801E-01	4.95E-05	Transcription factor	BrainSpLMD|2309;Eurexp|euxassay_019517|hindgut, liver, lung, midgut, stomach, submandibular gland primordium, thymus primordium, vibrissa;BrainSpMouseDev|35764	OMIM|602681;COSMIC||AL
MEIS3	MEIS3	1.2638E+00	4.95E-05	Transcription regulatory protein	BrainSpLMD|56917;BrainSpMouseDev|17304	
EEF1A1P13	EEF1A1P13	1.6892E+00	5.12E-05			
NEMF	NEMF	5.0140E-01	5.47E-05	Unclassified	BrainSpLMD|9147	OMIM|608378
PRRC2B	PRRC2B	2.8859E-01	5.90E-05	Unclassified	BrainSpLMD|84726;Eurexp|euxassay_012252|dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, marginal layer, olfactory, trigeminal V, vagus X, ventral grey horn, vestibulocochlear VIII, vomeronasal organ	
GTF2F2	GTF2F2	2.7315E-01	6.98E-05	Transcription factor	BrainSpLMD|2963	OMIM|189969
GMPS	GMPS	3.1328E-01	7.06E-05	Enzyme: Amidinotransferase	BrainSpLMD|8833	OMIM|600358;COSMIC||AML
SF3B4	SF3B4	2.6000E-01	7.58E-05	RNA binding protein	BrainSpLMD|10262	OMIM|605593;HPO|10262|Abnormal nasal morphology, Abnormality of cardiovascular system morphology, Abnormality of pelvic girdle bone morphology, Abnormality of the cervical spine, Absent radius, Absent thumb, Aganglionic megacolon, Aplasia/Hypoplasia of the eyebrow, Aplasia/Hypoplasia of the radius, Aplasia/Hypoplasia of the thumb, Aplasia/Hypoplasia of the ulna, Aqueductal stenosis, Arrhinencephaly, Atresia of the external auditory canal, Autosomal dominant inheritance, Bicornuate uterus, Broad hallux, Cleft palate, Cleft upper lip, Clinodactyly, Conductive hearing impairment, Delayed speech and language development, Downslanted palpebral fissures, Fibular hypoplasia, Foot oligodactyly, Gastroschisis, Hallux valgus, Hand oligodactyly, Hearing impairment, Hip dislocation, Hydrocephalus, Hypoplasia of first ribs, Hypoplasia of the epiglottis, Hypoplasia of the maxilla, Hypoplasia of the radius, Hypoplasia of the zygomatic bone, Joint stiffness, Laryngeal hypoplasia, Limited elbow extension, Low-set ears, Lower eyelid coloboma, Malar flattening, Microcephaly, Micrognathia, Microretrognathia, Microtia, Midface retrusion, Overlapping toe, Polymicrogyria, Posteriorly rotated ears, Preauricular skin tag, Premature birth, Prominent nasal bridge, Ptosis, Radial deviation of finger, Radioulnar synostosis, Respiratory insufficiency, Retrognathia, Scoliosis, Short stature, Short toe, Skeletal dysplasia, Sparse lower eyelashes, Sprengel anomaly, Talipes equinovarus, Tetralogy of Fallot, Toe syndactyly, Triphalangeal thumb, Trismus, Unilateral renal agenesis, Urticaria, Variable expressivity, Velopharyngeal insufficiency, Wide mouth
NUDT4	NUDT4	3.1532E-01	8.37E-05	Unclassified	BrainSpLMD|11163	OMIM|609229
CTTN	CTTN	2.6655E-01	8.54E-05	Cytoskeletal associated protein	BrainSpLMD|2017	OMIM|164765
POLR2D	POLR2D	5.6092E-01	8.65E-05	RNA polymerase	BrainSpLMD|5433	OMIM|606017
TMEM50A	TMEM50A	4.4996E-01	9.04E-05	Integral membrane protein		OMIM|605348
CAPZB	CAPZB	4.6136E-01	9.16E-05	Cytoskeletal protein	BrainSpLMD|832;Eurexp|euxassay_011596|thymus primordium, thyroid	OMIM|601572
LHFP	LHFP	1.8045E+00	0.000113558			
SLC8A1.AS1	SLC8A1.AS1	1.7140E+00	0.000115754			
USP10	USP10	5.6088E-01	0.000122896	Ubiquitin proteasome system protein	BrainSpLMD|9100	OMIM|609818
STT3A	STT3A	4.2093E-01	0.000129109	Integral membrane protein	BrainSpLMD|3703;Eurexp|euxassay_004591|clavicle, mandible, maxilla, orbito-sphenoid, rib, turbinate bones	OMIM|601134;HPO|3703|Abnormal glycosylation, Autosomal recessive inheritance, Cerebellar atrophy, Congenital onset, Cryptorchidism, Failure to thrive, Feeding difficulties, Generalized hypotonia, Global developmental delay, Impaired smooth pursuit, Intellectual disability, Microcephaly, Micropenis, Scrotal hypoplasia, Seizures
NDUFC1	NDUFC1	9.2876E-01	0.000133644	Unclassified	BrainSpLMD|4717	OMIM|603844
RAB1A	RAB1A	2.5869E-01	0.000144498	GTPase	BrainSpLMD|5861	OMIM|179508
PCYOX1	PCYOX1	3.5972E-01	0.000161871	Enzyme: Oxidase	BrainSpLMD|51449;Eurexp|euxassay_012457|dorsal root ganglion, floor plate, floorplate, glossopharyngeal IX, mantle layer, pituitary, trigeminal V, ventral grey horn, vibrissa	OMIM|610995
SCFD1	SCFD1	3.0055E-01	0.000163145	Membrane transport protein	BrainSpLMD|23256;Eurexp|euxassay_014266|vertebral axis muscle system	
MRPS10	MRPS10	6.8458E-01	0.000163437	Ribosomal subunit	BrainSpLMD|55173	OMIM|611976
GLO1	GLO1	3.2725E-01	0.000164174	Enzyme: Lyase	BrainSpLMD|2739	SFARI||Autism, 4 - Minimal evidence;OMIM|138750
YTHDF2	YTHDF2	3.2864E-01	0.000197661	Unclassified	BrainSpLMD|51441	OMIM|610640
DIMT1	DIMT1	3.9026E-01	0.000198415	Unclassified	BrainSpLMD|27292;Eurexp|euxassay_001602|ventricular layer	OMIM|612499
PPIG	PPIG	6.0274E-01	0.000201666	Enzyme: Isomerase	BrainSpLMD|9360	OMIM|606093
C6orf62	C6orf62	3.5664E-01	0.00021634	Unclassified	BrainSpLMD|81688	
BICD2	BICD2	3.6787E-01	0.000238551	Structural protein	BrainSpLMD|23299;Eurexp|euxassay_012575|dorsal root ganglion, facial VII, glossopharyngeal IX, neural retina, olfactory, trigeminal V, vagus X, ventricular layer, vestibulocochlear VIII	OMIM|609797;HPO|23299|Achilles tendon contracture, Areflexia, Autosomal dominant inheritance, Axial muscle weakness, Difficulty running, Gowers sign, Hyporeflexia, Motor delay, Spinal muscular atrophy, Talipes equinovarus, Toe walking, Variable expressivity, Waddling gait
PSMA6	PSMA6	4.3671E-01	0.000241234	Ubiquitin proteasome system protein		OMIM|602855
GAS2L3	GAS2L3	1.5197E+00	0.000242758	Cytoskeletal protein	BrainSpLMD|283431	OMIM|617224
C11orf31	C11orf31	2.8203E-01	0.00024605			
KIAA0020	KIAA0020	5.4344E-01	0.000260989			
N4BP2L2	N4BP2L2	4.9941E-01	0.00027078	Unclassified	BrainSpLMD|10443	OMIM|615788
CADM1	CADM1	4.1525E-01	0.000279658	Adhesion molecule	BrainSpLMD|23705;Eurexp|euxassay_014807|Meckel's cartilage, brain, cervical, cervico-thoracic, cochlea, cortex, dorsal root ganglion, facial VII, frontal bone primordium, glossopharyngeal IX, incisor, lung, molar, olfactory, orbito-sphenoid, pharyngo-tympanic tube, pituitary, spinal cord, submandibular gland primordium, thoracic, trachea, trigeminal V, urethra, vagus X, vestibulocochlear VIII, vibrissa;BrainSpMouseDev|34014	SFARI||Autism, 4 - Minimal evidence;OMIM|605686
GPIHBP1	GPIHBP1	9.7852E-01	0.00029781	Unclassified	BrainSpLMD|338328	OMIM|612757;HPO|338328|Acute pancreatitis, Autosomal recessive inheritance, Episodic abdominal pain, Eruptive xanthomas, Failure to thrive, Hepatic steatosis, Hepatomegaly, Hepatosplenomegaly, Hyperlipoproteinemia, Hypertriglyceridemia, Increased circulating chylomicron levels, Lipemia retinalis, Recurrent pancreatitis, Splenomegaly
TPM4	TPM4	5.4217E-01	0.000318964	Cytoskeletal protein		OMIM|600317;COSMIC||ALCL
KCTD20	KCTD20	3.6747E-01	0.000331318	Unclassified	BrainSpLMD|222658;Eurexp|euxassay_010084|dorsal root ganglion, glossopharyngeal IX, mantle layer, trigeminal V, vagus X	OMIM|615932
CCNT1	CCNT1	5.0679E-01	0.000339145	Cell cycle control protein	BrainSpLMD|904	OMIM|143055
RP11.74E24.2	RP11.74E24.2	3.4897E-01	0.000345203			
MGST3	MGST3	2.7527E-01	0.000383638	Enzyme: Glutathione transferase	BrainSpLMD|4259;Eurexp|euxassay_015092|bladder, brain, cervical, cervico-thoracic, dorsal root ganglion, foregut-midgut junction, glossopharyngeal IX, hindgut, incisor, lobe, midgut, molar, neural retina, olfactory, spinal cord, stomach, stroma, thoracic, trigeminal V, urethra, vestibulocochlear VIII, vibrissa;BrainSpMouseDev|42290	OMIM|604564
PIK3R3	PIK3R3	3.0736E-01	0.000413617	Adapter molecule	BrainSpLMD|8503	OMIM|606076
CPEB4	CPEB4	4.6061E-01	0.000424809	RNA binding protein	BrainSpLMD|80315	OMIM|610607
SSR3	SSR3	4.3838E-01	0.000434798	Membrane transport protein	BrainSpLMD|6747	OMIM|606213
ANKRD28	ANKRD28	3.8583E-01	0.00044682	Unclassified	BrainSpLMD|23243	OMIM|611122
ARPP21	ARPP21	1.0740E+00	0.000469363		BrainSpLMD|10777;Eurexp|euxassay_008422|brain, diaphragm, dorsal grey horn, dorsal root ganglion, facial VII, footplate, glossopharyngeal IX, handplate, head mesenchyme, lip, mantle layer, marginal layer, mesenchyme, olfactory, paraxial mesenchyme, rest of mesenchyme, skeletal muscle, spinal cord, tail, thymus primordium, tongue, trigeminal V, vagus X, vertebral axis muscle system, vestibulocochlear VIII	OMIM|605488
FOXP2	FOXP2	1.5245E+00	0.000505628	Transcription factor	BrainSpLMD|93986;Eurexp|euxassay_010964|axial skeleton, basal columns, bladder, cochlea, cortex, cranium, ear, extrinsic ocular muscle, femur, floor plate, floorplate, footplate, handplate, hindgut, humerus, lateral wall, leg, lung, mandible, mantle layer, meninges, mesenchyme, metatarsus, midgut, oesophagus, olfactory lobe, orbito-sphenoid, palatal shelf, pelvic girdle, phalanx, rectum, rest of mesenchyme, rib, skeleton, stomach, thyroid, tongue, trachea, turbinate bones, urethra, valve, ventral grey horn;BrainSpMouseDev|76994	SFARI||Autism, 3 - Suggestive evidence;OMIM|605317;HPO|93986|Abnormality of the basal ganglia, Abnormality of the face, Autosomal dominant inheritance, Delayed speech and language development, Incomprehensible speech, Oromotor apraxia
RP11.632C17__A.1	RP11.632C17__A.1	4.0213E-01	0.000534538			
DNMT3A	DNMT3A	7.3807E-01	0.000568389	DNA methyltransferase	BrainSpLMD|1788;BrainSpMouseDev|13214	SFARI||Autism, 3 - Suggestive evidence;OMIM|602769;COSMIC||AML;HPO|1788|Autosomal dominant inheritance, Blepharophimosis, Intellectual disability, Macrocephaly, Round face, Tall stature
HIF1A	HIF1A	2.8799E-01	0.000568724	Transcription factor	BrainSpLMD|3091;BrainSpMouseDev|15027	OMIM|603348;COSMIC||endometrioid carcinoma, glioblastoma, colorectal, renal, lung, pancreatic
TUG1	TUG1	3.5689E-01	0.00058507		BrainSpLMD|55000	OMIM|614971
DLX5	DLX5	7.8252E-01	0.000602702	Transcription regulatory protein	BrainSpLMD|1749;BrainSpMouseDev|13174	OMIM|600028;HPO|1749|Autosomal recessive inheritance, Finger syndactyly, Oligodactyly, Sensorineural hearing impairment, Split foot, Split hand
